economy,year,dpi_adoption_v2,dpi_impact_v2,dpi_readiness_v2,dpi_composite_v2,dpi_utilization_efficiency,equity_score,inclusion_penalty,dpi_inclusion_adjusted_v2,risk_score,risk_factor,dpi_risk_adjusted_v2,expected_indicator_points_year,observed_indicator_points,imputed_indicator_points,coverage_ratio,imputation_share,dpi_confidence_score,confidence_tier
Australia,2020,63.96128237775651,20.133220544887447,55.59547939460024,47.32357426237159,115.0476317036108,,0.0,47.32357426237159,57.0718227240506,0.8712154681721518,41.229029906571654,51,9,0.0,0.17647058823529413,0.0,42.35294117647059,Low
Australia,2021,,17.454716340349417,37.36362469516109,30.061461105108428,,,0.0,30.061461105108428,37.36362469516109,0.8120908740854832,24.41263822513426,45,4,0.0,0.08888888888888889,0.0,36.22222222222222,Low
Australia,2022,63.073215775908466,24.392892438999993,51.64717372633297,47.198634329920175,122.12326682214903,,0.0,47.198634329920175,59.83739984092838,0.879512199522785,41.511774693979724,45,9,0.0,0.2,0.0,43.99999999999999,Low
Australia,2023,,36.11613625901327,41.21422153767168,39.6883077547033,,,0.0,39.6883077547033,41.21422153767168,0.823642664613015,32.68898355306521,39,4,0.0,0.10256410256410256,0.0,37.17948717948718,Low
Australia,2024,,40.115757948010355,41.855987678090116,41.35121573006428,,,0.0,41.35121573006428,41.855987678090116,0.8255679630342703,34.13823893925984,20,4,0.0,0.2,0.0,43.99999999999999,Low
Australia,2025,99.70441427311245,,100.0,99.88905280036737,99.70441427311245,,0.0,99.88905280036737,99.70441427311245,0.9991132428193372,99.80047546552704,8,5,0.0,0.625,0.0,73.75,Medium
Austria,2014,,27.778330140514697,30.88178667693493,29.961297943206887,,,0.0,29.961297943206887,30.88178667693493,0.7926453600308048,23.74868379518343,10,5,0.0,0.5,0.0,64.99999999999999,Medium
Austria,2015,,23.52322099161752,27.544602746759086,26.330174345932274,,,0.0,26.330174345932274,27.544602746759086,0.7826338082402772,20.606884619987426,46,5,0.0,0.10869565217391304,0.0,37.608695652173914,Low
Austria,2016,,24.55688952386537,30.240020536516496,28.493842367528593,,,0.0,28.493842367528593,30.240020536516496,0.7907200616095494,22.530652792345,46,5,0.0,0.10869565217391304,0.0,37.608695652173914,Low
Austria,2017,,26.58683010953497,38.13374406366321,34.39967479365429,,,0.0,34.39967479365429,38.13374406366321,0.8144012321909896,28.01513753892138,46,5,0.0,0.10869565217391304,0.0,37.608695652173914,Low
Austria,2018,,29.400214535562554,40.50827878321141,36.963601418420346,,,0.0,36.963601418420346,40.50827878321141,0.8215248363496341,30.36651660616088,47,5,0.0,0.10638297872340426,0.0,37.4468085106383,Low
Austria,2019,,29.594091273743487,50.198947503529716,43.1644442529551,,,0.0,43.1644442529551,50.198947503529716,0.8505968425105891,36.71553999028795,47,5,0.0,0.10638297872340426,0.0,37.4468085106383,Low
Austria,2020,89.43090536861308,19.780996515216785,79.38220787779188,62.30996516493329,112.65862686295027,,0.0,62.30996516493329,79.03354543964211,0.9371006363189263,58.390708005069115,51,9,0.0,0.17647058823529413,0.0,42.35294117647059,Low
Austria,2021,,20.509138186658316,62.26415094339623,45.335743149540924,,,0.0,45.335743149540924,62.26415094339623,0.8867924528301887,40.20339486846082,45,4,0.0,0.08888888888888889,0.0,36.22222222222222,Low
Austria,2022,86.10720146423246,28.51569474085645,73.1769895284599,63.6379092831395,117.66977846327465,,0.0,63.6379092831395,74.10468186942582,0.9223140456082775,58.69413756498495,45,9,0.0,0.2,0.0,43.99999999999999,Low
Austria,2023,,31.999889969675962,60.40302913618278,50.3764109626793,,,0.0,50.3764109626793,60.40302913618278,0.8812090874085483,44.39215113134062,39,4,0.0,0.10256410256410256,0.0,37.17948717948718,Low
Austria,2024,,34.168091962891516,76.1904761904762,60.588768839969376,,,0.0,60.588768839969376,76.1904761904762,0.9285714285714286,56.26099963711442,20,4,0.0,0.2,0.0,43.99999999999999,Low
Austria,2025,92.67915325103858,,90.03250076100676,91.01602038099551,102.93966341894404,,0.0,91.01602038099551,89.4153557000307,0.9682460671000921,88.12590377700073,8,5,0.0,0.625,0.0,73.75,Medium
Bangladesh,2014,,0.0,0.0,1.0000000000000004e-06,,,0.0,1.0000000000000004e-06,0.0,0.7,7.000000000000002e-07,10,5,0.0,0.5,0.0,64.99999999999999,Medium
Bangladesh,2015,,0.0,0.0,1.0000000000000004e-06,,,0.0,1.0000000000000004e-06,0.0,0.7,7.000000000000002e-07,46,5,0.0,0.10869565217391304,0.0,37.608695652173914,Low
Bangladesh,2016,,0.0,0.0,1.0000000000000004e-06,,,0.0,1.0000000000000004e-06,0.0,0.7,7.000000000000002e-07,46,5,0.0,0.10869565217391304,0.0,37.608695652173914,Low
Bangladesh,2017,,0.0,0.0,1.0000000000000004e-06,,,0.0,1.0000000000000004e-06,0.0,0.7,7.000000000000002e-07,46,5,0.0,0.10869565217391304,0.0,37.608695652173914,Low
Bangladesh,2018,,0.0,0.0,1.0000000000000004e-06,,,0.0,1.0000000000000004e-06,0.0,0.7,7.000000000000002e-07,47,5,0.0,0.10638297872340426,0.0,37.4468085106383,Low
Bangladesh,2019,,0.0,0.0,1.0000000000000004e-06,,,0.0,1.0000000000000004e-06,0.0,0.7,7.000000000000002e-07,47,5,0.0,0.10638297872340426,0.0,37.4468085106383,Low
Bangladesh,2020,37.22886054542896,0.0,26.24918029163125,0.9568013868395019,141.82865953074443,,0.0,0.9568013868395019,36.99386409117977,0.8109815922735393,0.7759483121886298,51,9,0.0,0.17647058823529413,0.0,42.35294117647059,Low
Bangladesh,2021,,0.12281250952935002,0.0,2.8449151362449103e-05,,,0.0,2.8449151362449103e-05,0.0,0.7,1.991440595371437e-05,45,4,0.0,0.08888888888888889,0.0,36.22222222222222,Low
Bangladesh,2022,62.35063316714675,0.30258177326783425,52.1633776665287,19.647335697276397,119.52951660021593,,0.0,19.647335697276397,63.45648798043425,0.8903694639413027,17.493387752658805,45,9,0.0,0.2,0.0,43.99999999999999,Low
Bangladesh,2023,,0.0008641372546235597,0.0,6.902773716821994e-06,,,0.0,6.902773716821994e-06,0.0,0.7,4.831941601775396e-06,39,4,0.0,0.10256410256410256,0.0,37.17948717948718,Low
Bangladesh,2024,,0.22760739768937466,0.0,3.3933189162209905e-05,,,0.0,3.3933189162209905e-05,0.0,0.7,2.3753232413546932e-05,20,4,0.0,0.2,0.0,43.99999999999999,Low
Bangladesh,2025,82.49991781308434,,77.81897654439683,79.54236786787966,106.0151668353245,,0.0,79.54236786787966,80.61805968501669,0.94185417905505,74.91731158829658,8,5,0.0,0.625,0.0,73.75,Medium
Belgium,2014,,30.888138555846073,44.55140546784752,40.12480468829816,,,0.0,40.12480468829816,44.55140546784752,0.8336542164035425,33.450212610768396,10,5,0.0,0.5,0.0,64.99999999999999,Medium
Belgium,2015,,23.631912640628833,42.754460274675914,36.09233534048388,,,0.0,36.09233534048388,42.754460274675914,0.8282633808240277,29.893959690943714,46,5,0.0,0.10869565217391304,0.0,37.608695652173914,Low
Belgium,2016,,23.096034183904727,46.34835066101913,37.98451686026812,,,0.0,37.98451686026812,46.34835066101913,0.8390450519830573,31.870720923574986,46,5,0.0,0.10869565217391304,0.0,37.608695652173914,Low
Belgium,2017,,26.13805764797596,38.2620972917469,34.315027753710524,,,0.0,34.315027753710524,38.2620972917469,0.8147862918752407,27.959414219041765,46,5,0.0,0.10869565217391304,0.0,37.608695652173914,Low
Belgium,2018,,28.176166678097456,46.605057117186504,40.3635971106208,,,0.0,40.3635971106208,46.605057117186504,0.8398151713515595,33.89796122382132,47,5,0.0,0.10638297872340426,0.0,37.4468085106383,Low
Belgium,2019,,27.88003550814782,44.808111924014895,39.12743779140282,,,0.0,39.12743779140282,44.808111924014895,0.8344243357720447,32.648886289553296,47,5,0.0,0.10638297872340426,0.0,37.4468085106383,Low
Belgium,2020,58.18659633463576,24.145770080335662,72.45874215851065,54.4578502786578,80.30307261937675,,0.0,54.4578502786578,69.8102017865567,0.90943060535967,49.52563574550604,51,9,0.0,0.17647058823529413,0.0,42.35294117647059,Low
Belgium,2021,,28.748938437430308,71.5697599794635,55.15132090467397,,,0.0,55.15132090467397,71.5697599794635,0.9147092799383905,50.44742503236543,45,4,0.0,0.08888888888888889,0.0,36.22222222222222,Low
Belgium,2022,70.33605890634617,32.8181079700203,55.55267538109399,53.669630647462775,126.61146996762525,,0.0,53.669630647462775,56.69386468141943,0.8700815940442582,46.69695778551099,45,9,0.0,0.2,0.0,43.99999999999999,Low
Belgium,2023,,35.99150149700507,83.12155050699526,65.44140078933894,,,0.0,65.44140078933894,83.12155050699526,0.9493646515209857,62.127752655415925,39,4,0.0,0.10256410256410256,0.0,37.17948717948718,Low
Belgium,2024,,36.33524128034821,87.67809010396613,68.16906815454297,,,0.0,68.16906815454297,87.67809010396613,0.9630342703118984,65.64914880805236,20,4,0.0,0.2,0.0,43.99999999999999,Low
Belgium,2025,74.59709775884768,,66.2023863308275,69.2335740707749,112.68037587960957,,0.0,69.2335740707749,64.32425126428983,0.8929727537928694,61.82369529290247,8,5,0.0,0.625,0.0,73.75,Medium
Brazil,2014,,13.414076712421647,3.2216660249005264,4.842558541225491,,,0.0,4.842558541225491,3.2216660249005264,0.7096649980747015,3.436594297835417,10,5,0.0,0.5,0.0,64.99999999999999,Medium
Brazil,2015,,11.906133838962834,1.9381337440636635,3.2556460024223464,,,0.0,3.2556460024223464,1.9381337440636635,0.705814401232191,2.2978818338237046,46,5,0.0,0.10869565217391304,0.0,37.608695652173914,Low
Brazil,2016,,11.423434556820448,5.532024130406881,6.805485352505251,,,0.0,6.805485352505251,5.532024130406881,0.7165960723912206,4.876784074321244,46,5,0.0,0.10869565217391304,0.0,37.608695652173914,Low
Brazil,2017,,11.754894316955603,3.414195867026056,4.8606806488341014,,,0.0,4.8606806488341014,3.414195867026056,0.7102425876010782,3.4522624015304197,46,5,0.0,0.10869565217391304,0.0,37.608695652173914,Low
Brazil,2018,,11.879337233152702,6.173790270825312,7.443263564504125,,,0.0,7.443263564504125,6.173790270825312,0.7185213708124759,5.34814393968606,47,5,0.0,0.10638297872340426,0.0,37.4468085106383,Low
Brazil,2019,,11.715322658861226,5.852907200616096,7.136429127917914,,,0.0,7.136429127917914,5.852907200616096,0.7175587216018482,5.120806961830971,47,5,0.0,0.10638297872340426,0.0,37.4468085106383,Low
Brazil,2020,87.84589044080684,6.844818152023084,60.16071430882034,43.636037851671524,146.01869583840278,,0.0,43.636037851671524,68.73832342124135,0.906214970263724,39.54363074417925,51,9,0.0,0.17647058823529413,0.0,42.35294117647059,Low
Brazil,2021,,8.308055190211213,15.351046078808883,12.881176097290766,,,0.0,12.881176097290766,15.351046078808883,0.7460531382364266,9.610041851559822,45,4,0.0,0.08888888888888889,0.0,36.22222222222222,Low
Brazil,2022,98.27283525943085,12.321943236443511,73.60201942412185,56.14495676019198,133.51921051669345,,0.0,56.14495676019198,80.20151456809138,0.940604543704274,52.810201434716575,45,9,0.0,0.2,0.0,43.99999999999999,Low
Brazil,2023,,13.956899153194556,25.362597869336415,21.38346499702959,,,0.0,21.38346499702959,25.362597869336415,0.7760877936080092,16.59544616923879,39,4,0.0,0.10256410256410256,0.0,37.17948717948718,Low
Brazil,2024,,14.88149794561717,30.240020536516496,24.694516616504817,,,0.0,24.694516616504817,30.240020536516496,0.7907200616095494,19.52644970042073,20,4,0.0,0.2,0.0,43.99999999999999,Low
Brazil,2025,100.0,,100.0,100.00000000000004,100.0,,0.0,100.00000000000004,100.0,1.0,100.00000000000004,8,5,0.0,0.625,0.0,73.75,Medium
Canada,2014,,31.26659276886445,47.31099987164678,42.030774464284534,,,0.0,42.030774464284534,47.31099987164678,0.8419329996149403,35.38709602085411,10,5,0.0,0.5,0.0,64.99999999999999,Medium
Canada,2015,,29.28102015900303,40.76498523937878,37.087694449038025,,,0.0,37.087694449038025,40.76498523937878,0.8222949557181363,30.49702406465949,46,5,0.0,0.10869565217391304,0.0,37.608695652173914,Low
Canada,2016,,29.190776314392394,40.76498523937878,37.055000168109856,,,0.0,37.055000168109856,40.76498523937878,0.8222949557181363,30.470139722371425,46,5,0.0,0.10869565217391304,0.0,37.608695652173914,Low
Canada,2017,,32.47249844350223,48.72288538056733,43.38955548410213,,,0.0,43.38955548410213,48.72288538056733,0.8461686561417019,36.71488185456851,46,5,0.0,0.10869565217391304,0.0,37.608695652173914,Low
Canada,2018,,35.27293295323079,50.71236041586447,45.71561960533007,,,0.0,45.71561960533007,50.71236041586447,0.8521370812475934,38.95597465791122,47,5,0.0,0.10638297872340426,0.0,37.4468085106383,Low
Canada,2019,,36.292760015748996,50.070594275446034,45.67205278863117,,,0.0,45.67205278863117,50.070594275446034,0.850211782826338,38.83091742676073,47,5,0.0,0.10638297872340426,0.0,37.4468085106383,Low
Canada,2020,83.33308498420509,20.73067693628901,68.9236124289821,57.378864625245804,120.90643837055161,,0.0,57.378864625245804,73.66302317256839,0.9209890695177051,52.8453071411875,51,9,0.0,0.17647058823529413,0.0,42.35294117647059,Low
Canada,2021,,24.665764864297113,62.39250417147992,47.86066747919639,,,0.0,47.86066747919639,62.39250417147992,0.8871775125144397,42.46090792147419,45,4,0.0,0.08888888888888889,0.0,36.22222222222222,Low
Canada,2022,63.555405419175685,37.98372376571144,42.13525010107182,46.68614815005263,150.83666352216335,,0.0,46.68614815005263,50.14951994367952,0.8504485598310385,39.70416745827076,45,9,0.0,0.2,0.0,43.99999999999999,Low
Canada,2023,,45.9664109575103,55.589783083044544,52.65116832157064,,,0.0,52.65116832157064,55.589783083044544,0.8667693492491335,45.63641890329438,39,4,0.0,0.10256410256410256,0.0,37.17948717948718,Low
Canada,2024,,47.83754639092559,47.76023616993968,47.78231204658841,,,0.0,47.78231204658841,47.76023616993968,0.843280708509819,40.29390195688433,20,4,0.0,0.2,0.0,43.99999999999999,Low
Canada,2025,96.26796417080925,,88.76384087457062,91.50676964659004,108.45403175696562,,0.0,91.50676964659004,91.24176080620639,0.9737252824186191,89.1024551173414,8,5,0.0,0.625,0.0,73.75,Medium
Chile,2014,,5.367979693590347,0.07701193685021175,0.2589415291741653,,,0.0,0.2589415291741653,0.07701193685021175,0.7002310358105506,0.18131889518799366,10,5,0.0,0.5,0.0,64.99999999999999,Medium
Chile,2015,,5.180684461966605,0.0,8.286980677125181e-05,,,0.0,8.286980677125181e-05,0.0,0.7,5.800886473987626e-05,46,5,0.0,0.10869565217391304,0.0,37.608695652173914,Low
Chile,2016,,5.348177663764858,0.0,8.362661571469069e-05,,,0.0,8.362661571469069e-05,0.0,0.7,5.853863100028348e-05,46,5,0.0,0.10869565217391304,0.0,37.608695652173914,Low
Chile,2017,,6.1815358902761695,0.012835322808368587,0.07497034999943916,,,0.0,0.07497034999943916,0.012835322808368587,0.7000385059684251,0.05248213180553731,46,5,0.0,0.10869565217391304,0.0,37.608695652173914,Low
Chile,2018,,5.706158525973859,0.0,8.518908473591772e-05,,,0.0,8.518908473591772e-05,0.0,0.7,5.96323593151424e-05,47,5,0.0,0.10638297872340426,0.0,37.4468085106383,Low
Chile,2019,,5.4262022830469485,0.0,8.39733943554682e-05,,,0.0,8.39733943554682e-05,0.0,0.7,5.878137604882774e-05,47,5,0.0,0.10638297872340426,0.0,37.4468085106383,Low
Chile,2020,69.93882279400783,2.195568729176733,51.60721170984322,30.066307878477033,135.5214135327295,,0.0,30.066307878477033,56.60587631763442,0.8698176289529032,26.152204630224887,51,9,0.0,0.17647058823529413,0.0,42.35294117647059,Low
Chile,2021,,2.8903242553706257,0.9113079193941729,1.2673261847873258,,,0.0,1.2673261847873258,0.9113079193941729,0.7027339237581824,0.8905931025170849,45,4,0.0,0.08888888888888889,0.0,36.22222222222222,Low
Chile,2022,56.777770605833446,4.849968798194687,28.03813855694428,24.393598897698315,200.0,,0.0,24.393598897698315,37.00717448516146,0.8110215234554843,19.78373374057331,45,9,0.0,0.2,0.0,43.99999999999999,Low
Chile,2023,,6.4172596424253605,0.2695417789757412,0.6667694110465383,,,0.0,0.6667694110465383,0.2695417789757412,0.7008086253369272,0.46727775437223706,39,4,0.0,0.10256410256410256,0.0,37.17948717948718,Low
Chile,2024,,7.358911464024502,0.3337183930175844,0.807640832363353,,,0.0,0.807640832363353,0.3337183930175844,0.7010011551790527,0.5661571564564821,20,4,0.0,0.2,0.0,43.99999999999999,Low
Chile,2025,74.66294992987532,,82.10436050322636,79.23066819477492,90.93664389108953,,0.0,79.23066819477492,76.8609418648162,0.9305828255944486,73.73069908242985,8,5,0.0,0.625,0.0,73.75,Medium
China,1970,,90.66197483982243,,90.66197483982248,,,0.0,90.66197483982248,,0.7,63.46338238787573,1,1,0.0,1.0,0.0,100.0,High
China,1971,,90.6250729484282,,90.62507294842821,,,0.0,90.62507294842821,,0.7,63.43755106389975,1,1,0.0,1.0,0.0,100.0,High
China,1972,,89.97601304836112,,89.9760130483611,,,0.0,89.9760130483611,,0.7,62.98320913385276,1,1,0.0,1.0,0.0,100.0,High
China,1973,,89.54948192062608,,89.54948192062605,,,0.0,89.54948192062605,,0.7,62.68463734443823,1,1,0.0,1.0,0.0,100.0,High
China,1974,,89.36119341566015,,89.36119341566017,,,0.0,89.36119341566017,,0.7,62.552835390962116,1,1,0.0,1.0,0.0,100.0,High
China,1975,,87.73679415598987,,87.7367941559899,,,0.0,87.7367941559899,,0.7,61.415755909192924,1,1,0.0,1.0,0.0,100.0,High
China,1976,,87.22146563796278,,87.22146563796278,,,0.0,87.22146563796278,,0.7,61.05502594657394,1,1,0.0,1.0,0.0,100.0,High
China,1977,,85.58089367390366,,85.58089367390366,,,0.0,85.58089367390366,,0.7,59.906625571732555,1,1,0.0,1.0,0.0,100.0,High
China,1978,,83.69350600300156,,83.6935060030016,,,0.0,83.6935060030016,,0.7,58.58545420210112,1,1,0.0,1.0,0.0,100.0,High
China,1979,,83.28650181508945,,83.28650181508947,,,0.0,83.28650181508947,,0.7,58.30055127056262,1,1,0.0,1.0,0.0,100.0,High
China,1980,,83.65278664876345,,83.65278664876342,,,0.0,83.65278664876342,,0.7,58.55695065413439,1,1,0.0,1.0,0.0,100.0,High
China,1981,,83.80421687406684,,83.80421687406684,,,0.0,83.80421687406684,,0.7,58.66295181184678,1,1,0.0,1.0,0.0,100.0,High
China,1982,,83.0507475922313,,83.05074759223129,,,0.0,83.05074759223129,,0.7,58.1355233145619,1,1,0.0,1.0,0.0,100.0,High
China,1983,,82.14136200504842,,82.1413620050484,,,0.0,82.1413620050484,,0.7,57.49895340353388,1,1,0.0,1.0,0.0,100.0,High
China,1984,,80.50024070788955,,80.50024070788957,,,0.0,80.50024070788957,,0.7,56.350168495522695,1,1,0.0,1.0,0.0,100.0,High
China,1985,,80.2864217995852,,80.2864217995852,,,0.0,80.2864217995852,,0.7,56.20049525970963,1,1,0.0,1.0,0.0,100.0,High
China,1986,,79.03897492590171,,79.03897492590168,,,0.0,79.03897492590168,,0.7,55.32728244813118,1,1,0.0,1.0,0.0,100.0,High
China,1987,,77.55239855328335,,77.55239855328334,,,0.0,77.55239855328334,,0.7,54.28667898729834,1,1,0.0,1.0,0.0,100.0,High
China,1988,,75.83234029488374,,75.83234029488375,,,0.0,75.83234029488375,,0.7,53.08263820641862,1,1,0.0,1.0,0.0,100.0,High
China,1989,,74.98991066758448,,74.98991066758447,,,0.0,74.98991066758447,,0.7,52.492937467309126,1,1,0.0,1.0,0.0,100.0,High
China,1990,,74.53726581217457,,74.5372658121746,,,0.0,74.5372658121746,,0.7,52.17608606852222,5,1,0.0,0.2,0.0,43.99999999999999,Low
China,1991,,73.07882624960921,,73.07882624960922,,,0.0,73.07882624960922,,0.7,51.155178374726454,5,1,0.0,0.2,0.0,43.99999999999999,Low
China,1992,,71.7956343766677,,71.79563437666772,,,0.0,71.79563437666772,,0.7,50.256944063667405,5,1,0.0,0.2,0.0,43.99999999999999,Low
China,1993,,69.43082470752363,,69.4308247075236,,,0.0,69.4308247075236,,0.7,48.601577295266516,5,1,0.0,0.2,0.0,43.99999999999999,Low
China,1994,,44.65314447045792,,44.65314447045791,,,0.0,44.65314447045791,,0.7,31.257201129320535,5,5,0.0,1.0,0.0,100.0,High
China,1995,,64.32772590265068,,64.32772590265071,,,0.0,64.32772590265071,,0.7,45.0294081318555,5,1,0.0,0.2,0.0,43.99999999999999,Low
China,1996,,64.60153851285261,,64.60153851285263,,,0.0,64.60153851285263,,0.7,45.22107695899684,5,1,0.0,0.2,0.0,43.99999999999999,Low
China,1997,,63.56005761633372,,63.5600576163337,,,0.0,63.5600576163337,,0.7,44.492040331433586,5,1,0.0,0.2,0.0,43.99999999999999,Low
China,1998,,62.65108059775712,,62.65108059775712,,,0.0,62.65108059775712,,0.7,43.85575641842998,5,1,0.0,0.2,0.0,43.99999999999999,Low
China,1999,,63.44791362485029,,63.447913624850294,,,0.0,63.447913624850294,,0.7,44.4135395373952,5,1,0.0,0.2,0.0,43.99999999999999,Low
China,2000,,61.30078124094865,,61.30078124094864,,,0.0,61.30078124094864,,0.7,42.91054686866404,5,1,0.0,0.2,0.0,43.99999999999999,Low
China,2001,,59.3996412279498,,59.399641227949786,,,0.0,59.399641227949786,,0.7,41.579748859564845,5,1,0.0,0.2,0.0,43.99999999999999,Low
China,2002,,56.09465319488421,,56.094653194884195,,,0.0,56.094653194884195,,0.7,39.26625723641894,5,1,0.0,0.2,0.0,43.99999999999999,Low
China,2003,,49.2271036700296,,49.22710367002959,,,0.0,49.22710367002959,,0.7,34.45897256902071,5,1,0.0,0.2,0.0,43.99999999999999,Low
China,2004,,41.46769473792618,,41.46769473792619,,,0.0,41.46769473792619,,0.7,29.02738631654833,5,1,0.0,0.2,0.0,43.99999999999999,Low
China,2005,,6.706743400606072,,6.706743400606073,,,0.0,6.706743400606073,,0.7,4.6947203804242505,5,5,0.0,1.0,0.0,100.0,High
China,2006,,26.16021065406463,,26.160210654064638,,,0.0,26.160210654064638,,0.7,18.312147457845246,5,1,0.0,0.2,0.0,43.99999999999999,Low
China,2007,,19.73158153477686,,19.731581534776858,,,0.0,19.731581534776858,,0.7,13.8121070743438,5,1,0.0,0.2,0.0,43.99999999999999,Low
China,2008,,17.261325627119128,,17.26132562711913,,,0.0,17.26132562711913,,0.7,12.08292793898339,5,1,0.0,0.2,0.0,43.99999999999999,Low
China,2009,,11.178083724479569,,11.17808372447957,,,0.0,11.17808372447957,,0.7,7.8246586071356985,5,1,0.0,0.2,0.0,43.99999999999999,Low
China,2010,,0.5470623197570191,,0.5470623197570191,,,0.0,0.5470623197570191,,0.7,0.38294362382991337,5,5,0.0,1.0,0.0,100.0,High
China,2011,,0.0,,1.0000000000000004e-06,,,0.0,1.0000000000000004e-06,,0.7,7.000000000000002e-07,5,1,0.0,0.2,0.0,43.99999999999999,Low
China,2012,,0.0,,1.0000000000000004e-06,,,0.0,1.0000000000000004e-06,,0.7,7.000000000000002e-07,5,5,0.0,1.0,0.0,100.0,High
China,2013,,0.0,,1.0000000000000004e-06,,,0.0,1.0000000000000004e-06,,0.7,7.000000000000002e-07,5,1,0.0,0.2,0.0,43.99999999999999,Low
China,2014,,33.20495433969904,50.00641766140419,44.48557551251187,,,0.0,44.48557551251187,50.00641766140419,0.8500192529842125,37.81359566571812,10,10,0.0,1.0,0.0,100.0,High
China,2015,33.463772960129845,49.079278104657675,30.9891579637142,34.766181461473415,107.98542186694205,39.33600195381428,0.6066399804618572,29.493542550843014,13.934131285360102,0.7418023938560803,25.789636633355858,46,41,0.0,0.8913043478260869,0.0,92.39130434782608,High
