economy,year,social_foundation_score,ecological_ceiling_score,social_dimension_coverage,ecological_dimension_coverage,doughnut_score,green_transition_actions_score,green_expected_2030_path,green_distance_to_target
United Kingdom,1975,,93.7479413186106,,0.16666666666666666,6.2520586813894,93.7479413186106,92.11319016616122,1.6347511524493825
United Kingdom,1976,,93.68192681533932,,0.16666666666666666,6.318073184660676,93.68192681533932,91.8929503449583,1.78897647038103
United Kingdom,1977,,93.59072992623553,,0.16666666666666666,6.409270073764475,93.59072992623553,91.67271052375536,1.9180194024801693
United Kingdom,1978,,93.61044403096979,,0.16666666666666666,6.389555969030212,93.61044403096979,91.45247070255243,2.1579733284173557
United Kingdom,1979,,93.2221859560153,,0.16666666666666666,6.777814043984705,93.2221859560153,91.2322308813495,1.9899550746658008
United Kingdom,1980,,93.91255225813535,,0.16666666666666666,6.087447741864651,93.91255225813535,91.01199106014657,2.900561197988779
United Kingdom,1981,,94.11971265186773,,0.16666666666666666,5.880287348132271,94.11971265186773,90.79175123894363,3.327961412924097
United Kingdom,1982,,94.29050237041807,,0.16666666666666666,5.709497629581932,94.29050237041807,90.57151141774071,3.718990952677359
United Kingdom,1983,,94.36380795851834,,0.16666666666666666,5.636192041481664,94.36380795851834,90.35127159653777,4.012536361980565
United Kingdom,1984,,94.5387045958771,,0.16666666666666666,5.461295404122893,94.5387045958771,90.13103177533485,4.40767282054226
United Kingdom,1985,,94.25340222809504,,0.16666666666666666,5.746597771904959,94.25340222809504,89.91079195413191,4.342610273963132
United Kingdom,1986,,94.10325268627014,,0.16666666666666666,5.896747313729861,94.10325268627014,89.69055213292897,4.412700553341168
United Kingdom,1987,,94.05334119712501,,0.16666666666666666,5.9466588028749925,94.05334119712501,89.47031231172605,4.58302888539896
United Kingdom,1988,,94.07794202802467,,0.16666666666666666,5.922057971975335,94.07794202802467,89.25007249052311,4.827869537501556
United Kingdom,1989,,94.22394146996345,,0.16666666666666666,5.776058530036551,94.22394146996345,89.02983266932019,5.194108800643264
United Kingdom,1990,,89.72750216373352,,0.16666666666666666,10.272497836266481,89.72750216373352,88.80959284811725,0.9179093156162708
United Kingdom,1991,,89.63233814754388,,0.16666666666666666,10.367661852456123,89.63233814754388,88.58935302691432,1.0429851206295524
United Kingdom,1992,,89.98204849340061,,0.16666666666666666,10.017951506599388,89.98204849340061,88.36911320571139,1.6129352876892256
United Kingdom,1993,,90.33069586253039,,0.16666666666666666,9.66930413746961,90.33069586253039,88.14887338450846,2.181822478021928
United Kingdom,1994,,90.54488127804098,,0.16666666666666666,9.455118721959025,90.54488127804098,87.92863356330552,2.616247714735451
United Kingdom,1995,,90.61735933282141,,0.16666666666666666,9.382640667178592,90.61735933282141,87.7083937421026,2.9089655907188074
United Kingdom,1996,,90.4643711492043,,0.16666666666666666,9.535628850795703,90.4643711492043,87.48815392089966,2.976217228304634
United Kingdom,1997,,90.70664796105942,,0.16666666666666666,9.293352038940583,90.70664796105942,87.26791409969674,3.438733861362678
United Kingdom,1998,,90.77689483773358,,0.16666666666666666,9.223105162266421,90.77689483773358,87.0476742784938,3.729220559239778
United Kingdom,1999,,91.42467752095112,,0.16666666666666666,8.575322479048879,91.42467752095112,86.82743445729088,4.597243063660244
United Kingdom,2000,,91.54257739830182,,0.16666666666666666,8.457422601698184,91.54257739830182,86.60719463608794,4.935382762213877
United Kingdom,2001,,91.64854438039575,,0.16666666666666666,8.351455619604252,91.64854438039575,86.386954814885,5.2615895655107465
United Kingdom,2002,,91.93004905835924,,0.16666666666666666,8.069950941640755,91.93004905835924,86.16671499368208,5.763334064677167
United Kingdom,2003,,91.98970782741586,,0.16666666666666666,8.010292172584144,91.98970782741586,85.94647517247914,6.043232654936716
United Kingdom,2004,,92.08215416394027,,0.16666666666666666,7.917845836059726,92.08215416394027,85.72623535127622,6.355918812664058
United Kingdom,2005,,92.27316433608388,,0.16666666666666666,7.72683566391612,92.27316433608388,85.50599553007328,6.767168806010602
United Kingdom,2006,,92.45138209853722,,0.16666666666666666,7.548617901462777,92.45138209853722,85.28575570887035,7.165626389666869
United Kingdom,2007,,92.62900336561685,,0.16666666666666666,7.370996634383147,92.62900336561685,85.06551588766742,7.563487477949437
United Kingdom,2008,,92.94421606818817,,0.16666666666666666,7.055783931811831,92.94421606818817,84.84527606646449,8.098940001723676
United Kingdom,2009,,93.55913797979942,,0.16666666666666666,6.4408620202005835,93.55913797979942,84.62503624526155,8.934101734537862
United Kingdom,2010,,93.52027555523111,,0.16666666666666666,6.479724444768891,93.52027555523111,84.40479642405863,9.115479131172478
United Kingdom,2011,,93.98237916567453,,0.16666666666666666,6.01762083432547,93.98237916567453,84.1845566028557,9.797822562818837
United Kingdom,2012,,93.88015675628195,,0.16666666666666666,6.119843243718051,93.88015675628195,83.96431678165277,9.91583997462918
United Kingdom,2013,,94.08308844969723,,0.16666666666666666,5.916911550302771,94.08308844969723,83.74407696044983,10.339011489247397
United Kingdom,2014,,94.44047475971675,,0.16666666666666666,5.55952524028325,94.44047475971675,83.52383713924691,10.916637620469842
United Kingdom,2015,79.39412086043495,63.64410362153063,0.9,1.0,53.72564035041039,75.43026986372428,83.30359731804397,-7.873327454319693
United Kingdom,2016,77.58973571160169,63.173176208064255,0.9,1.0,53.454499577809344,75.68976408153421,83.08335749684103,-7.393593415306825
United Kingdom,2017,80.92591255913017,64.8790524663758,0.9,1.0,53.3122380800119,75.84828144101257,82.86311767563811,-7.014836234625534
United Kingdom,2018,80.71173261528153,65.59060641222855,0.9,1.0,52.699542452569666,76.46060691105619,82.64287785443517,-6.182270943378981
United Kingdom,2019,82.46774971345627,65.89027188836455,0.9,1.0,53.03727482350876,77.17837982192287,82.42263803323225,-5.244258211309372
United Kingdom,2020,79.7890330453087,69.29481898016941,0.9,1.0,49.49683528321227,78.48725363128933,82.20239821202931,-3.715144580739974
United Kingdom,2021,79.78665968355128,61.94443771650663,0.9,0.8333333333333334,55.10286922637762,75.98122210881999,81.98215839082638,-6.000936282006393
United Kingdom,2022,82.3062509703845,60.38946174424336,0.9,0.8333333333333334,57.098116455364114,73.4264472098217,81.76191856962345,-8.335471359801744
United Kingdom,2023,81.8241013637275,49.313983593159904,0.9,0.6666666666666666,64.39982720626539,68.38176707236569,81.54167874842052,-13.159911676054833
United Kingdom,2024,73.69747531822881,55.59526341315041,0.3,0.3333333333333333,57.20591733922114,97.30469611071189,81.32143892721759,15.983257183494302
United Kingdom,2025,63.91926833866336,,0.2,,63.91926833866336,,,
United States,1970,,51.14027791300894,,0.16666666666666666,48.85972208699106,51.14027791300894,51.14027791300894,0.0
United States,1971,,52.590249426270475,,0.16666666666666666,47.409750573729525,52.590249426270475,51.621273281125454,0.968976145145021
United States,1972,,49.89843715513622,,0.16666666666666666,50.10156284486378,49.89843715513622,52.10226864924197,-2.2038314941057493
