economy,year,social_foundation_score,ecological_ceiling_score,social_dimension_coverage,ecological_dimension_coverage,doughnut_score,green_transition_actions_score,green_expected_2030_path,green_distance_to_target
United States,1973,,47.901816585928415,,0.16666666666666666,52.098183414071585,47.901816585928415,52.58326401735849,-4.6814474314300725
United States,1974,,49.71682554252891,,0.16666666666666666,50.28317445747109,49.71682554252891,53.064259385475005,-3.3474338429460957
United States,1975,,51.992160239716625,,0.16666666666666666,48.007839760283375,51.992160239716625,53.54525475359153,-1.5530945138749033
United States,1976,,48.76896077704077,,0.16666666666666666,51.23103922295923,48.76896077704077,54.026250121708046,-5.257289344667278
United States,1977,,47.00723129917046,,0.16666666666666666,52.99276870082954,47.00723129917046,54.50724548982456,-7.500014190654099
United States,1978,,47.11617128669093,,0.16666666666666666,52.88382871330907,47.11617128669093,54.98824085794108,-7.872069571250151
United States,1979,,46.72086720495889,,0.16666666666666666,53.27913279504111,46.72086720495889,55.469236226057596,-8.748369021098704
United States,1980,,49.1510908274836,,0.16666666666666666,50.8489091725164,49.1510908274836,55.95023159417411,-6.799140766690513
United States,1981,,49.914933587581054,,0.16666666666666666,50.085066412418946,49.914933587581054,56.43122696229063,-6.516293374709576
United States,1982,,52.535078141092484,,0.16666666666666666,47.464921858907516,52.535078141092484,56.91222233040715,-4.377144189314663
United States,1983,,52.70659946530284,,0.16666666666666666,47.29340053469716,52.70659946530284,57.39321769852367,-4.686618233220834
United States,1984,,50.49839359863341,,0.16666666666666666,49.50160640136659,50.49839359863341,57.87421306664019,-7.375819468006775
United States,1985,,50.216993384159316,,0.16666666666666666,49.783006615840684,50.216993384159316,58.355208434756705,-8.138215050597388
United States,1986,,50.619549631478954,,0.16666666666666666,49.380450368521046,50.619549631478954,58.83620380287322,-8.216654171394268
United States,1987,,48.931109645095205,,0.16666666666666666,51.068890354904795,48.931109645095205,59.31719917098974,-10.386089525894533
United States,1988,,46.565240265972704,,0.16666666666666666,53.434759734027296,46.565240265972704,59.798194539106255,-13.23295427313355
United States,1989,,45.9465862683027,,0.16666666666666666,54.0534137316973,45.9465862683027,60.27918990722277,-14.33260363892007
United States,1990,,17.037940965152963,,0.16666666666666666,82.96205903484704,17.037940965152963,60.76018527533929,-43.722244310186326
United States,1991,,17.84507284932361,,0.16666666666666666,82.15492715067639,17.84507284932361,61.241180643455806,-43.39610779413219
United States,1992,,16.928239490234034,,0.16666666666666666,83.07176050976597,16.928239490234034,61.72217601157233,-44.793936521338296
United States,1993,,15.449817769750847,,0.16666666666666666,84.55018223024915,15.449817769750847,62.20317137968885,-46.753353609938
United States,1994,,14.33292285242859,,0.16666666666666666,85.6670771475714,14.33292285242859,62.684166747805364,-48.351243895376776
United States,1995,,13.728172675812473,,0.16666666666666666,86.27182732418753,13.728172675812473,63.16516211592188,-49.43698944010941
United States,1996,,11.9275239699432,,0.16666666666666666,88.0724760300568,11.9275239699432,63.6461574840384,-51.718633514095195
United States,1997,,11.748117461651848,,0.16666666666666666,88.25188253834816,11.748117461651848,64.12715285215492,-52.37903539050308
United States,1998,,11.621200183687453,,0.16666666666666666,88.37879981631255,11.621200183687453,64.60814822027143,-52.98694803658398
United States,1999,,11.804850280839581,,0.16666666666666666,88.19514971916041,11.804850280839581,65.08914358838796,-53.284293307548374
United States,2000,,10.392300339964262,,0.16666666666666666,89.60769966003573,10.392300339964262,65.57013895650446,-55.1778386165402
United States,2001,,11.235675212186672,,0.16666666666666666,88.76432478781332,11.235675212186672,66.05113432462099,-54.81545911243432
United States,2002,,11.190097996165267,,0.16666666666666666,88.80990200383474,11.190097996165267,66.5321296927375,-55.342031696572235
United States,2003,,10.718037193189572,,0.16666666666666666,89.28196280681043,10.718037193189572,67.01312506085402,-56.29508786766445
United States,2004,,9.226427731228126,,0.16666666666666666,90.77357226877187,9.226427731228126,67.49412042897055,-58.26769269774242
United States,2005,,9.770293755894453,,0.16666666666666666,90.22970624410554,9.770293755894453,67.97511579708706,-58.2048220411926
United States,2006,,10.501046915765334,,0.16666666666666666,89.49895308423467,10.501046915765334,68.45611116520357,-57.95506424943823
United States,2007,,9.124937328979557,,0.16666666666666666,90.87506267102044,9.124937328979557,68.93710653332009,-59.812169204340535
United States,2008,,11.31054760105913,,0.16666666666666666,88.68945239894087,11.31054760105913,69.41810190143661,-58.10755430037749
United States,2009,,15.265791754740523,,0.16666666666666666,84.73420824525948,15.265791754740523,69.89909726955312,-54.633305514812605
United States,2010,,13.284431761815194,,0.16666666666666666,86.7155682381848,13.284431761815194,70.38009263766965,-57.095660875854456
United States,2011,,15.104933831707863,,0.16666666666666666,84.89506616829213,15.104933831707863,70.86108800578617,-55.75615417407831
United States,2012,,18.105062459866982,,0.16666666666666666,81.89493754013301,18.105062459866982,71.34208337390268,-53.237020914035696
United States,2013,,15.26602209019067,,0.16666666666666666,84.73397790980933,15.26602209019067,71.82307874201919,-56.55705665182852
United States,2014,,14.780442714505662,,0.16666666666666666,85.21955728549433,14.780442714505662,72.30407411013572,-57.523631395630055
United States,2015,74.2018399278844,56.62147949635098,0.9,1.0,56.734169904213914,41.126555424139696,72.78506947825224,-31.658514054112544
United States,2016,75.55090703823006,57.34141857106641,0.9,1.0,56.77054271292575,42.617986243759056,73.26606484636875,-30.648078602609694
United States,2017,76.33997684786074,58.08336084423858,0.9,1.0,56.56779351089239,42.617925661948874,73.74706021448527,-31.1291345525364
United States,2018,77.43562408010945,58.25187667181146,0.9,1.0,56.85764666332625,41.451476696186326,74.2280555826018,-32.77657888641547
United States,2019,77.76034375356706,59.154573937773996,0.9,1.0,56.35738080641794,42.52298834102976,74.70905095071831,-32.18606260968855
United States,2020,68.49927335078506,62.31972319143023,0.9,1.0,50.80424766733063,46.39165288841823,75.19004631883482,-28.79839343041659
United States,2021,71.92486067727798,55.548559064015855,0.9,0.8333333333333334,56.543467316966975,39.26658314368026,75.67104168695134,-36.40445854327108
United States,2022,74.94457721137026,57.72714069721153,0.9,0.8333333333333334,56.2860690398896,64.65960461222912,76.15203705506786,-11.492432442838748
United States,2023,77.96360976094982,52.74445770928228,0.8,0.6666666666666666,60.69771542814096,64.08372523530673,76.63303242318437,-12.549307187877645
United States,2024,80.18390703295589,36.04458471626235,0.3,0.3333333333333333,71.61141719981042,50.73941904280572,77.1140277913009,-26.374608748495177
United States,2025,71.86109112743698,,0.2,,71.86109112743698,,,
