state_name,year,ECO_prop_hh_microfin,OUT_hh_income_monthly,OUT_prop_saving,ACC_pop_hh_elec,SKL_fem_literacy,SRV_pop_hh_sf,AGR_fem_15_24_hyg_period,NAT_upi_total_vol,NAT_upi_total_val,NAT_upi_p2p_vol,NAT_upi_p2m_vol,NAT_ib_no_of_transactions,NAT_ib_amt_of_transactions,NAT_ib_active_users,AGR_shg_member_scale,Z_ACC_pop_hh_elec,Z_SKL_fem_literacy,Z_SRV_pop_hh_sf,Z_AGR_fem_15_24_hyg_period,Z_AGR_shg_member_scale,Z_ECO_prop_hh_microfin,Z_OUT_hh_income_monthly,Z_OUT_prop_saving,ACC_score,SKL_score,SRV_score,AGR_score,ECO_score,OUT_score,DCLO_score,CTX_dpi_composite_v2,CTX_dpi_confidence_score,CTX_coverage_ratio,CTX_imputation_share,Z_CTX_dpi_composite_v2,DCLO_score_context_adjusted
Uttarakhand,2014,,,,97.1846153846154,0.0,65.02307692307693,71.29230769230769,,,,,,,,403600.0,0.274950560945963,-1.0130918905549062,-0.07060356586932655,-0.1734454630509088,-0.7361137993775402,,,,0.274950560945963,-1.0130918905549062,-0.07060356586932655,-0.4547796312142245,,,-0.3158811316731236,3.8577679934065,72.0,0.6,0,-0.4688173462696442,-0.38620373361357024
West Bengal,2014,,,,93.90555555555555,0.0,50.333333333333336,54.03888888888889,,,,,,,,10858658.0,-0.19135561184459465,-1.0130918905549062,-0.8358771337029627,-1.1485596655549055,2.365500026345971,,,,-0.19135561184459465,-1.0130918905549062,-0.8358771337029627,0.6084701803955328,,,-0.3579636139267327,3.8577679934065,72.0,0.6,0,-0.4688173462696442,-0.42828621586717935
Andhra Pradesh,2016,29.0,6860.0,75.0,,,,,,,,,,,,8926813.0,,,,,1.7923958732025993,0.6491930676215423,-1.0249923357482245,0.7240383266733733,,,,1.7923958732025993,0.6491930676215423,-0.15047700453742557,0.7637039787622387,0.122015025659487,100.0,1.0,0,-1.0150887074907708,0.6114406726386231
Arunachal Pradesh,2016,31.0,15130.0,45.0,,,,,,,,,,,,65182.0,,,,,-0.8365094114988407,0.7940130596294248,2.5085342620539093,-0.6394104703089531,,,,-0.8365094114988407,0.7940130596294248,0.9345618958724781,0.29735518133435407,0.122015025659487,100.0,1.0,0,-1.0150887074907708,0.14509187521073844
Assam,2016,18.0,10002.0,71.0,,,,,,,,,,,,3675547.0,,,,,0.2345471048694344,-0.1473168884218116,0.3174914091483056,0.5422451537423965,,,,0.2345471048694344,-0.1473168884218116,0.42986828144535105,0.1723661659643246,0.122015025659487,100.0,1.0,0,-1.0150887074907708,0.020102859840708975
Bihar,2016,27.0,5854.0,49.0,,,,,,,,,,,,12192290.0,,,,,2.761137377150462,0.5043730756136597,-1.4548264055655096,-0.4576172973779763,,,,2.761137377150462,0.5043730756136597,-0.9562218514717429,0.7697628670974597,0.122015025659487,100.0,1.0,0,-1.0150887074907708,0.6174995609738441
Chandigarh,2016,11.0,7272.0,42.0,,,,,,,,,,,,,,,,,,-0.6541868604494004,-0.8489569115288196,-0.7757553500071859,,,,,-0.6541868604494004,-0.8123561307680027,-0.7332714956087016,0.122015025659487,100.0,1.0,0,-1.0150887074907708,-0.8855348017323172
Chhattisgarh,2016,12.0,8560.0,81.0,,,,,,,,,,,,2782646.0,,,,,-0.03034229953199017,-0.5817768644454592,-0.29863257561961176,0.9967280860698386,,,,-0.03034229953199017,-0.5817768644454592,0.34904775522511344,-0.08769046958411197,0.122015025659487,100.0,1.0,0,-1.0150887074907708,-0.2399537757077276
Dadra And Nagar Haveli,2016,6.0,6257.0,41.0,,,,,,,,,,,,,,,,,,-1.0162368404691067,-1.282636415370315,-0.82120364323993,,,,,-1.0162368404691067,-1.0519200293051225,-1.0340784348871146,0.122015025659487,100.0,1.0,0,-1.0150887074907708,-1.1863417410107302
Daman And Diu,2016,16.0,8612.0,79.0,,,,,,,,,,,,,,,,,,-0.2921368804296941,-0.2764145123686189,0.9058314996043502,,,,,-0.2921368804296941,0.3147084936178656,0.011285806594085762,0.122015025659487,100.0,1.0,0,-1.0150887074907708,-0.14097749952952987
Delhi,2016,6.0,12072.0,23.0,,,,,,,,,,,,,,,,,,-1.0162368404691067,1.2019412347166754,-1.639272921429326,,,,,-1.0162368404691067,-0.21866584335632533,-0.617451341912716,0.122015025659487,100.0,1.0,0,-1.0150887074907708,-0.7697146480363316
Gujarat,2016,65.0,7811.0,62.0,,,,,,,,,,,,2660899.0,,,,,-0.06645995458855326,3.2559529237634277,-0.6186581405233359,0.1332105146476985,,,,-0.06645995458855326,3.2559529237634277,-0.2427238129378187,0.9822563854123519,0.122015025659487,100.0,1.0,0,-1.0150887074907708,0.8299930792887363
Haryana,2016,7.0,10518.0,45.0,,,,,,,,,,,,580325.0,,,,,-0.6836862850250625,-0.9438268444651654,0.5379629598696963,-0.6394104703089531,,,,-0.6836862850250625,-0.9438268444651654,-0.05072375521962841,-0.5594122949032855,0.122015025659487,100.0,1.0,0,-1.0150887074907708,-0.7116756010269011
Himachal Pradesh,2016,14.0,8880.0,80.0,,,,,,,,,,,,330554.0,,,,,-0.7577837397560441,-0.43695687243757664,-0.1619060325365788,0.9512797928370944,,,,-0.7577837397560441,-0.43695687243757664,0.3946868801502578,-0.26668457734778755,0.122015025659487,100.0,1.0,0,-1.0150887074907708,-0.4189478834714032
Jammu And Kashmir,2016,21.0,9877.0,55.0,,,,,,,,,,,,629974.0,,,,,-0.668957335187257,0.0699130995900122,0.26408260325649585,-0.18492753798151101,,,,-0.668957335187257,0.0699130995900122,0.03957753263749242,-0.1864889009865841,0.122015025659487,100.0,1.0,0,-1.0150887074907708,-0.3387522071101997
Jharkhand,2016,5.0,16020.0,21.0,,,,,,,,,,,,3135384.0,,,,,0.07430150614159481,-1.088646836473048,2.8888049600035948,-1.7301695078948143,,,,0.07430150614159481,-1.088646836473048,0.5793177260543902,-0.14500920142568763,0.122015025659487,100.0,1.0,0,-1.0150887074907708,-0.29727250754930323
Karnataka,2016,23.0,8059.0,51.0,,,,,,,,,,,,2726564.0,,,,,-0.046979673191153606,0.21473309159789472,-0.5126950696339853,-0.36672071091248787,,,,-0.046979673191153606,0.21473309159789472,-0.43970789027323653,-0.09065149062216514,0.122015025659487,100.0,1.0,0,-1.0150887074907708,-0.24291479674578076
Madhya Pradesh,2016,31.0,9716.0,36.0,,,,,,,,,,,,5061813.0,,,,,0.6457989402710581,0.7940130596294248,0.19529206126784487,-1.048445109403651,,,,0.6457989402710581,0.7940130596294248,-0.42657652406790314,0.33774515861085996,0.122015025659487,100.0,1.0,0,-1.0150887074907708,0.18548185248724433
Maharashtra,2016,22.0,8762.0,48.0,,,,,,,,,,,,5688225.0,,,,,0.8316313019661454,0.14232309559395345,-0.21232394529844723,-0.5030655906107205,,,,0.8316313019661454,0.14232309559395345,-0.3576947679545839,0.20541987653517166,0.122015025659487,100.0,1.0,0,-1.0150887074907708,0.053156570411556026
Manipur,2016,16.0,8938.0,34.0,,,,,,,,,,,,81220.0,,,,,-0.8317515533849064,-0.2921368804296941,-0.13712434660277906,-1.1393416958691396,,,,-0.8317515533849064,-0.2921368804296941,-0.6382330212359593,-0.5873738183501865,0.122015025659487,100.0,1.0,0,-1.0150887074907708,-0.7396371244738021
Meghalaya,2016,37.0,9491.0,85.0,,,,,,,,,,,,387717.0,,,,,-0.7408256749495329,1.2284730356530724,0.09915621066258731,1.1785212590008154,,,,-0.7408256749495329,1.2284730356530724,0.6388387348317014,0.37549536517841364,0.122015025659487,100.0,1.0,0,-1.0150887074907708,0.223232059054798
Mizoram,2016,26.0,9679.0,82.0,,,,,,,,,,,,70608.0,,,,,-0.8348997258693228,0.43196307960971847,0.1794830547238692,1.042176379302583,,,,-0.8348997258693228,0.43196307960971847,0.6108297170132261,0.06929769025120724,0.122015025659487,100.0,1.0,0,-1.0150887074907708,-0.08296561587240839
Nagaland,2016,8.0,6632.0,26.0,,,,,,,,,,,,117673.0,,,,,-0.8209373495049185,-0.8714168484612241,-1.1224099976948856,-1.5029280417310933,,,,-0.8209373495049185,-0.8714168484612241,-1.3126690197129895,-1.001674405893044,0.122015025659487,100.0,1.0,0,-1.0150887074907708,-1.1539377120166596
Odisha,2016,5.0,8338.0,32.0,,,,,,,,,,,,5390546.0,,,,,0.7433213851749092,-1.088646836473048,-0.3934866148834659,-1.230238282334628,,,,0.7433213851749092,-1.088646836473048,-0.811862448609047,-0.38572929996906186,0.122015025659487,100.0,1.0,0,-1.0150887074907708,-0.5379926060926775
Punjab,2016,19.0,6277.0,50.0,,,,,,,,,,,,391155.0,,,,,-0.7398057525031115,-0.07490689241787032,-1.2740910064276252,-0.4121690041452321,,,,-0.7398057525031115,-0.07490689241787032,-0.8431300052864287,-0.5526142167358036,0.122015025659487,100.0,1.0,0,-1.0150887074907708,-0.7048775228594192
Rajasthan,2016,14.0,11702.0,76.0,,,,,,,,,,,,2814434.0,,,,,-0.02091202183366473,-0.43695687243757664,1.0438511692769183,0.7694866199061176,,,,-0.02091202183366473,-0.43695687243757664,0.906668894591518,0.14960000010675886,0.122015025659487,100.0,1.0,0,-1.0150887074907708,-0.00266330601685677
Sikkim,2016,40.0,8383.0,87.0,,,,,,,,,,,,45110.0,,,,,-0.8424640023495009,1.4457030236648962,-0.3742594447624144,1.2694178454663039,,,,-0.8424640023495009,1.4457030236648962,0.44757920035194476,0.35027274055578,0.122015025659487,100.0,1.0,0,-1.0150887074907708,0.19800943443216437
